area_type,availability,location,size,society,total_sqft,bath,balcony,price
3,80,417,16,1371,789,3,2,75
2,80,1148,22,2688,1909,4,0,62
3,69,664,13,777,107,2,1,54.54
3,80,1267,18,872,1535,5,,220
0,80,731,0,2688,1208,1,0,650
3,45,1148,0,296,2045,1,1,60.84
3,34,834,18,1197,1532,6,2,360
3,80,474,13,734,62,2,2,48
3,80,1252,13,2474,572,2,2,79.5
3,45,522,16,1648,560,,,93.865
0,80,869,16,2688,563,3,2,85
3,40,404,16,2688,46,2,2,31.5
3,80,417,16,516,468,2,1,48
0,80,563,1,2688,1707,1,0,70
3,80,1039,13,219,2065,2,1,35
0,80,1252,22,2688,1454,5,0,290
3,45,1252,13,1636,264,2,1,66.48
3,80,1156,13,2688,119,2,1,39.5
3,80,1148,16,1309,831,3,2,93.25
3,80,1261,13,1684,333,2,2,48.42
3,80,754,16,2688,1258,3,2,425
3,80,837,16,2009,592,2,2,110
3,80,399,18,2688,1423,5,1,385
3,80,348,16,2688,737,3,3,100
0,80,396,16,2349,941,3,1,55
0,80,1252,16,2688,415,3,2,54
3,80,985,13,2688,267,2,2,40
2,80,465,19,2688,239,4,1,150
2,80,1041,17,2688,1208,3,3,85
3,80,535,13,2688,172,2,1,44.4
3,80,118,13,2640,184,2,1,43.1
2,80,272,17,1524,1967,3,1,77
3,80,1039,13,2107,2037,2,1,38
2,80,977,17,2688,1456,3,0,270
3,73,216,13,1530,141,2,1,65.12
3,80,1153,16,1635,1060,4,2,139
3,80,637,13,1142,239,2,2,53
3,80,1084,13,1510,358,2,2,65
3,80,236,13,138,537,2,2,85
3,80,665,13,1273,319,2,2,55
2,80,169,19,2688,235,3,1,150
3,27,121,13,2688,2021,2,2,22.5
0,80,152,0,944,1624,1,1,17
3,80,658,13,2688,193,2,1,46.39
3,80,670,13,2688,141,2,2,50
0,80,575,16,2688,375,2,1,85.4
0,80,181,13,2688,577,2,2,57
3,80,494,13,2342,155,2,1,68
3,29,731,16,593,466,3,2,104
0,52,1252,13,2688,208,2,1,60
3,80,1091,13,2688,107,2,2,28
3,80,1039,16,1189,1316,5,,210
3,34,584,13,324,278,2,1,76
3,80,66,18,2688,1444,3,3,190
3,40,1039,13,557,1987,2,1,31.57
3,68,1141,16,2171,937,3,1,121
3,80,1179,16,288,778,3,2,91.2
0,80,1236,18,2688,1784,3,2,73
3,80,194,16,2688,498,3,3,49.88
2,80,1115,24,2688,239,6,2,170
2,80,1165,14,2688,415,2,1,100
0,80,306,24,2688,1625,6,0,180
3,80,1179,16,883,369,2,1,85
3,32,506,18,1862,1344,,,175
3,80,765,13,2688,2088,2,1,40
3,34,731,16,593,466,3,3,108
3,31,1038,13,2616,190,2,1,40
3,80,670,13,2688,152,2,1,61.2
3,80,1093,13,515,190,2,1,42
3,80,1039,13,264,293,2,1,82
3,40,267,0,2057,1835,1,1,62
0,80,799,18,1660,1599,4,3,220
3,80,986,18,1676,1185,4,1,148
0,80,1204,0,1721,1777,1,1,42
3,80,714,10,2688,5,16,,550
2,80,736,19,2497,239,4,3,110
3,80,109,16,1695,967,3,1,190
3,80,277,13,436,168,2,2,80
3,80,1153,18,1635,1426,5,2,225
3,39,1041,13,2688,46,2,2,28.41
3,80,1267,13,872,203,2,2,64.08
3,80,304,13,2688,2002,2,3,42
0,31,422,13,2082,404,2,2,75
0,80,160,16,2062,475,2,2,70
3,80,1077,16,2688,884,3,3,65
0,80,4,16,2233,838,3,3,149
3,80,826,16,1671,425,2,1,65
2,80,786,17,2688,1860,2,0,148
3,44,284,13,1991,2103,2,1,63
3,9,1212,13,2688,358,2,1,129
3,80,72,16,341,921,3,2,150
3,80,1010,16,2331,567,2,3,88
3,80,281,13,2508,1803,1,1,25
3,39,535,13,2688,158,2,1,42.3
3,80,1260,13,282,97,2,2,55
0,80,1084,18,2688,1429,4,,120
3,80,232,16,575,480,2,3,52.17
3,80,269,16,2688,444,3,2,59
3,80,522,16,1234,349,2,1,94.5
3,45,536,16,2155,378,2,1,85.28
3,80,417,13,1534,156,2,1,68
2,80,820,19,2287,1656,4,2,255
3,68,664,13,777,63,2,2,56.74
2,80,688,17,2688,1507,5,0,275
2,80,665,19,1152,1208,4,1,130
3,80,1261,13,1683,387,2,3,85
3,80,1153,18,1635,1365,6,2,210
3,80,219,13,942,360,2,2,55
3,80,1154,0,2688,1825,1,0,30
2,31,1190,17,2688,239,3,1,67.75
3,80,191,16,2688,577,2,2,89.99
2,80,725,19,2688,1312,6,,675
2,80,844,19,2688,415,4,2,145
0,27,419,13,2346,3,2,1,28.88
3,47,1039,13,218,2102,2,1,45.91
3,77,584,16,2188,898,3,1,160
0,80,848,1,2688,2021,1,0,175
3,26,513,16,1214,420,3,1,83.87
3,80,1037,16,2248,1103,4,1,270
3,80,786,16,2019,1244,4,3,300
3,27,637,13,2688,145,2,0,30
3,80,1008,0,2688,2031,1,1,42
3,34,771,16,2688,303,3,2,39
3,33,539,13,2161,363,2,3,100
3,80,232,16,575,702,3,2,58
3,80,1039,13,463,468,2,2,68
3,80,292,13,2651,84,2,2,47.5
3,23,513,16,641,1507,3,3,395
3,75,530,13,757,159,2,1,89.37
3,80,981,16,2688,1019,3,2,85
2,80,513,26,2688,1208,5,1,550
3,80,1049,0,517,1940,1,2,65
3,80,972,13,1099,107,2,2,43.59
3,80,466,16,1566,577,3,2,70
3,80,29,16,1558,1053,3,2,225
3,65,664,0,1530,1727,1,1,30
3,34,252,13,1785,523,2,1,75.97
3,52,1252,13,2546,327,2,1,75
2,26,625,19,2688,1690,4,0,700
3,80,664,13,2074,84,2,2,37.45
3,80,1141,13,2688,182,2,0,28
3,80,799,13,2688,252,2,2,70
3,80,990,13,439,222,2,1,45.5
2,80,739,17,2688,239,3,1,130
3,80,126,13,2688,2012,2,1,34
3,27,304,13,2386,25,2,2,25.88
0,80,298,0,2688,1732,1,1,22.49
3,80,1107,16,2688,74,3,1,62
0,80,417,0,2688,1876,1,1,35
3,80,340,13,1709,2024,2,2,42
2,80,196,24,2688,1784,3,3,95
3,80,1179,13,2688,210,2,1,47
3,40,267,13,2057,431,2,1,122
3,80,396,13,845,2102,2,1,51
2,80,513,19,2688,1312,2,2,100
3,80,590,16,2688,553,3,2,96
3,80,506,13,1340,358,2,2,79
2,80,60,22,2688,239,6,1,220
0,80,181,16,2688,534,2,2,43.59
3,80,831,13,1857,630,2,3,160
0,80,98,16,482,753,3,,95
2,80,98,19,2688,480,4,2,160
2,33,1261,19,1419,1604,5,3,800
3,80,833,16,2627,918,3,3,91
3,80,1041,16,1678,762,3,3,52
3,52,1179,13,1542,166,2,1,63
3,80,417,16,719,425,2,1,70.5
3,80,1220,16,688,443,2,2,70
0,80,612,17,2688,789,3,2,155
2,80,1252,22,2688,1450,5,0,250
3,80,426,18,407,1103,4,,125
2,80,713,19,2688,1208,6,3,600
3,34,670,16,2688,1115,3,2,151
0,80,214,13,2688,97,2,1,55
0,80,419,16,1853,876,3,3,100
3,80,396,0,2688,1747,1,1,17
3,80,928,16,2688,329,2,2,50.79
0,80,1089,13,86,46,2,2,48
0,80,649,14,2688,3,2,1,80
3,40,267,18,2057,1371,6,2,280
3,80,726,13,263,292,2,2,52.6
2,80,673,22,2688,737,5,1,450
3,80,650,13,1626,2006,2,1,39
0,4,901,16,1882,577,2,0,97
3,80,799,16,225,817,3,3,139
3,80,670,16,2688,969,3,3,80
3,80,1252,16,281,624,3,2,79
3,45,802,16,2688,934,4,2,140
3,80,514,13,2688,182,2,2,40
3,27,487,13,2688,239,2,2,49
0,80,688,13,2688,2083,2,2,40
2,80,805,17,186,239,3,1,120
3,80,223,18,2688,1288,4,3,260
0,80,639,18,2338,789,4,,108
3,80,757,16,2186,769,3,1,120
0,80,1261,16,1736,440,2,2,65
3,68,522,13,2688,2023,2,1,49.5
2,80,1236,26,2688,1784,7,0,73
3,80,108,16,1801,817,3,1,120
2,80,708,19,2688,239,4,0,125
3,80,415,16,1807,577,3,3,102
3,80,1039,18,1189,1567,6,,280
0,80,855,18,2688,1507,4,2,245
1,80,758,13,756,246,2,1,59.86
3,80,534,13,2688,422,2,2,54
3,80,1195,16,2371,686,3,2,76
0,80,1262,0,992,1506,1,1,13.5
3,80,1190,16,1165,752,3,1,53
2,80,990,17,2688,468,3,3,200
3,80,1039,0,2688,1971,1,1,46.95
2,80,305,14,2688,1956,3,2,160
3,80,506,16,1340,519,2,1,80
3,80,658,13,2688,336,2,2,55
3,80,757,16,2186,602,3,1,94.71
3,80,779,13,2688,163,2,1,40
3,80,1196,13,2688,2112,2,1,34.82
3,80,896,16,331,1326,5,2,157
0,80,799,13,1660,385,1,1,92
0,80,716,24,2688,1599,6,,150
0,80,799,16,2688,606,3,2,90
3,28,973,16,2688,380,2,2,73
3,80,422,0,2324,1825,1,1,23
0,80,895,16,2688,927,2,1,167
3,62,417,13,2688,182,2,1,38
3,80,419,13,1162,1922,2,1,40
3,80,417,16,1534,658,3,2,105
3,80,522,16,1234,520,3,1,86.56
3,80,544,16,1919,676,2,2,135
3,80,270,13,1425,2024,2,2,49
2,33,1038,17,2688,1142,3,1,140
0,28,417,13,2688,107,2,1,31.49
0,80,1261,16,1336,801,3,3,82
0,80,506,13,2688,105,2,1,68
3,80,1089,16,2688,662,3,3,63.1
2,80,862,24,2688,1104,6,3,205
3,80,731,16,1779,974,3,2,150
2,80,803,14,2688,3,2,0,57
3,36,310,13,2688,119,2,2,56.1
3,80,417,13,556,106,2,2,45
0,80,533,13,1270,129,2,1,43.09
3,28,688,13,2688,2048,2,2,37
3,80,664,13,1652,403,2,2,58
0,63,1148,0,296,2045,1,1,45.69
2,27,1039,17,2688,1363,3,2,285
3,80,745,13,1787,210,2,2,75
0,80,1159,13,2229,2092,2,1,55
3,80,513,16,1006,1208,4,1,180
3,80,1115,16,1584,392,3,2,72
3,52,1148,13,296,220,2,1,59.74
3,80,509,16,2688,848,3,2,133
2,80,848,17,2688,239,3,2,265
3,40,513,16,1214,309,2,1,77.68
2,80,844,17,2688,1784,4,2,110
0,80,908,13,2003,119,2,2,50
3,28,990,13,2563,205,2,2,46.8
0,80,1199,22,2688,1208,5,2,120
3,80,972,16,806,610,3,3,51.77
0,16,513,13,1217,494,2,2,107
2,80,450,19,2688,239,4,2,300
2,80,72,24,2688,57,6,3,160
3,42,664,16,1580,677,3,1,115
3,80,72,16,625,767,3,2,120
2,80,687,14,2688,1860,3,1,52
3,40,530,13,390,69,2,1,57.63
3,80,559,16,2213,972,3,2,129
3,30,1039,13,1022,339,2,1,76
3,80,848,16,498,643,3,3,66
3,80,1039,13,2500,176,2,2,49.5
3,80,1141,16,2171,1080,3,2,126
3,80,414,16,2688,885,3,2,139
2,80,1054,22,2688,239,5,3,120
3,80,976,13,1509,806,3,2,288
3,56,1252,16,2206,365,3,2,54.65
3,44,513,13,1705,380,2,1,92
0,80,30,16,2688,415,2,2,65
0,80,957,18,2688,1381,4,,324
0,80,646,18,9,1568,5,3,300
3,80,216,16,533,408,2,1,42
3,80,216,16,2688,955,3,2,100
3,80,304,16,2688,130,2,1,43
2,80,948,30,2688,239,10,,180
3,80,745,13,1787,228,2,1,75
0,80,1252,13,1527,3,2,1,35
2,80,642,14,1017,1208,2,1,160
3,80,727,13,1262,3,2,1,48.5
3,80,589,16,2425,1086,3,2,155
0,80,626,13,2688,119,2,1,46
2,80,1049,22,2688,239,4,1,160
3,80,509,18,2683,948,4,2,120
3,80,417,13,2679,134,2,1,40
3,80,721,13,2334,41,2,2,43
3,34,1144,16,2688,303,3,2,40
0,80,1039,16,2688,550,3,0,62
0,34,647,13,2688,182,2,1,75
2,80,496,17,934,239,3,2,165
3,27,722,0,2007,1880,1,1,52
3,80,1219,16,2688,468,2,2,62
3,80,236,13,1870,233,2,2,51
3,80,869,13,2626,361,2,1,69.1
3,39,232,16,1641,668,3,1,74.4
3,80,726,16,263,565,2,3,60
2,80,743,19,2688,1784,5,2,85
3,27,654,16,490,454,2,2,34.63
3,80,1252,18,2688,1458,4,2,260
0,30,417,16,1534,686,3,2,104
3,80,895,13,687,182,2,1,90
2,80,741,30,2688,1666,9,,166
3,80,1039,13,2688,320,2,1,78
2,80,626,26,2688,239,8,2,110
3,58,664,13,2176,357,2,2,85
3,80,194,13,2688,392,2,1,78
3,26,365,16,1941,341,2,2,52.43
0,80,577,16,2688,923,3,2,82
3,80,629,13,873,1990,2,1,35
0,80,216,16,1859,686,3,2,95
0,80,847,13,2688,313,2,1,62.8
3,80,1146,16,1377,458,2,2,80
3,80,147,16,1713,630,2,,90
2,80,14,6,2688,239,6,3,150
0,80,513,13,2688,2040,2,1,49
2,34,803,17,2688,712,3,0,80
3,80,484,13,1664,233,2,2,44
3,80,402,23,2688,1208,4,1,600
3,80,1264,13,948,192,2,1,60
3,56,1252,16,2206,455,3,1,57.46
3,80,509,13,1599,236,2,1,79
3,28,895,18,939,1309,4,3,191
3,80,606,19,1590,1463,,,226
3,34,270,16,1887,353,2,1,50.28
0,31,552,16,2688,369,2,1,37.83
3,63,1252,13,1548,159,2,1,79.28
0,80,68,16,2135,1187,3,2,400
2,80,56,19,2688,1208,4,,500
3,40,513,16,1705,733,3,2,135
3,35,1252,13,2688,239,2,1,45.84
2,80,1252,19,2688,1386,4,0,330
3,80,799,16,1576,987,3,2,140
3,80,396,13,2611,25,2,2,33.5
3,80,844,13,2688,97,2,2,39
3,80,675,16,1608,415,2,2,80.99
3,27,690,16,510,181,2,2,29
3,80,716,13,2688,222,2,2,59
3,80,402,16,2688,809,3,1,135
3,80,513,16,2688,1064,3,3,175
2,80,1165,17,839,577,3,1,87
3,80,1261,16,1683,652,3,2,97
3,80,976,16,1509,1201,3,,334
2,80,627,19,2688,577,4,0,110
3,80,626,13,1087,349,2,1,49.02
0,52,578,16,2688,611,3,2,72
3,80,695,16,618,913,3,3,165
2,80,400,19,2688,1625,4,1,760
3,34,419,16,2346,468,2,2,40.43
3,80,417,13,918,1747,1,1,15
3,80,1252,13,1891,170,2,2,39
3,67,1168,16,467,257,3,0,57.76
0,80,203,19,2688,1019,4,0,100
0,80,678,13,2547,119,2,1,46
0,80,1217,13,1257,239,2,2,55
3,26,215,16,2688,705,3,1,68
3,36,1252,18,1636,1349,5,2,160
3,80,1179,16,1440,375,2,2,74
3,80,118,13,2640,172,2,1,42.75
3,80,80,13,2292,97,2,2,55
3,80,489,13,686,239,2,2,60
3,80,1190,13,524,135,2,2,41.88
3,80,839,13,2688,36,2,1,45.9
3,80,216,13,1859,334,2,2,65
3,80,55,13,2688,2021,2,1,70
3,80,964,13,2688,272,2,3,39.2
3,80,230,13,1990,164,2,3,43
3,80,964,13,2688,62,2,2,52.1
3,80,722,16,2299,614,3,2,86
3,23,854,13,1673,461,2,1,130
3,80,236,13,1059,62,2,2,72
3,44,536,16,2238,593,3,1,103
3,80,466,16,2228,708,3,3,72
3,80,216,13,398,2016,2,1,39
3,80,1252,13,1891,248,2,1,40
3,28,513,16,1214,420,3,2,83.87
2,80,37,22,2688,303,5,,300
2,80,735,26,2688,737,9,,345
3,80,668,18,2688,239,6,3,70
3,80,563,13,2404,468,2,2,168
3,35,688,13,2510,1900,2,1,35
2,80,1085,17,454,577,3,2,149
3,80,513,18,2688,1582,4,2,405
3,28,533,13,2688,95,2,2,41
3,80,232,13,2661,205,2,2,46
3,80,396,13,1935,127,2,2,39
3,80,664,13,2675,2071,2,1,45
0,80,535,19,1521,1691,4,3,390
0,80,295,16,1032,737,2,1,52
3,69,707,16,2245,642,3,2,127
0,80,502,13,1380,119,2,1,38
3,80,242,16,743,838,3,3,150
3,31,987,13,2649,262,2,1,45.5
3,64,1141,16,2171,937,3,1,135
0,28,417,13,2688,158,2,1,32.63
3,80,664,16,935,657,3,3,64.5
3,80,1039,16,2688,780,3,1,98
0,80,139,22,2688,1646,3,1,350
3,24,549,13,206,273,2,2,55
3,80,575,16,2688,779,3,2,112
3,80,1153,13,2688,489,2,2,103
3,80,673,18,1708,957,3,1,125
3,25,1093,0,2144,1788,1,1,40
2,80,232,22,2688,1945,5,2,95
3,80,419,13,1769,2021,2,2,32.5
2,80,335,1,2688,1909,2,0,50
2,80,530,17,2688,1930,3,1,62
3,80,121,13,2688,2029,2,1,26
0,34,1039,19,409,1479,6,0,143
3,80,1148,18,2199,1449,4,1,226
2,80,169,22,2688,1208,4,1,225
0,80,559,13,2688,468,2,2,68
3,80,721,13,2334,109,2,2,44
3,80,549,13,1741,309,2,2,74
0,80,417,16,719,577,2,1,100
3,29,1148,13,307,354,2,2,72
3,80,534,13,2688,2047,2,3,38
0,80,972,13,1216,37,2,2,42
0,80,1057,13,2688,1784,3,2,75
3,34,1148,13,1830,31,2,1,44.5
3,19,336,16,1969,610,3,2,77
3,80,478,16,2688,737,3,2,71
0,80,1220,16,579,691,2,3,85
3,80,539,13,2688,977,2,1,50
3,80,707,13,2688,228,2,2,50.66
3,80,584,16,2688,443,3,2,68
0,80,67,13,1864,170,2,2,65
3,80,474,16,2193,814,3,2,130
3,80,268,16,1582,90,2,1,50
3,80,665,16,2218,660,3,1,93.34
0,80,1033,0,2688,2085,1,1,32
3,80,799,16,2572,630,3,2,83
3,80,101,13,101,248,2,2,60
3,80,650,16,1626,99,2,1,55
3,80,1179,16,253,262,2,2,52.85
3,80,513,18,1554,1248,5,2,230
2,31,937,14,2688,239,3,1,46.14
3,80,329,0,2688,577,1,1,19.5
2,34,28,19,2688,1189,4,2,600
3,80,139,18,34,1443,4,,250
3,80,664,16,935,531,3,3,60.98
3,26,419,16,1162,389,2,2,41
3,80,379,13,2688,152,2,1,44
2,80,117,14,2688,239,2,0,70
0,80,1039,16,2688,415,3,3,39.97
3,80,1179,16,1414,153,3,0,51.19
3,48,513,16,1863,1288,3,2,195
2,80,1249,14,2688,239,2,1,160
0,28,419,16,2346,268,3,1,35.23
3,80,908,13,1025,309,2,1,80
3,80,695,16,618,963,3,3,155
3,80,1089,13,2688,389,2,2,70
2,80,304,14,2688,239,2,1,60
3,80,833,16,870,1097,3,2,160
3,80,988,16,2688,1327,4,3,315
0,40,531,0,2688,1954,1,1,39
2,80,614,19,2688,1581,4,3,240
2,80,384,17,2688,1580,3,1,300
3,80,641,13,1597,1945,2,2,30
2,80,501,19,2688,1687,2,1,120
3,80,535,16,1433,577,3,3,70
3,80,216,16,1859,946,3,2,95
3,80,417,16,1460,514,2,2,55
3,80,98,16,482,662,3,,90
3,80,191,16,2688,718,2,2,97.78
3,80,1261,16,2688,215,3,1,55
0,80,844,13,2688,107,2,1,36
3,80,839,13,2688,31,2,2,48.45
0,80,1040,18,2688,1223,4,3,173
3,33,1190,13,852,115,2,1,33.82
3,80,972,13,2141,84,2,1,50
3,80,727,13,1262,3,2,1,58
2,80,530,28,2688,147,8,,150
3,26,1289,13,2688,182,2,1,56
0,80,428,16,443,959,4,2,145
3,80,377,13,2688,172,2,2,49
0,80,606,13,481,2057,2,1,44
0,80,474,13,318,90,2,1,60
3,29,914,13,2688,3,2,1,65.3
3,80,670,16,2688,526,3,,77.41
2,80,1260,22,2688,2020,2,1,85
3,80,148,13,716,2056,2,2,43
0,80,464,13,2688,339,2,1,75
3,80,181,13,2688,62,2,3,45
3,80,799,13,225,415,2,1,86
3,80,783,13,717,385,2,1,70
3,26,365,13,1451,209,2,1,59
3,80,544,16,1919,952,3,2,162
3,80,1256,0,2688,1904,1,1,75
0,80,1042,0,2688,1707,1,0,24
3,80,466,16,2688,363,3,3,80
0,80,1261,16,1404,742,3,2,120
3,80,268,16,1582,90,2,1,52
3,80,72,13,1008,259,3,1,42
0,80,547,13,1249,119,2,1,50
3,80,976,18,1509,1494,6,3,500
2,80,1016,17,2688,239,4,0,145
3,80,264,13,2688,170,2,2,50
2,80,1008,14,2688,239,2,1,100
3,80,722,16,2299,612,3,2,83
2,80,384,17,2564,1330,4,2,195
3,80,907,16,1360,611,2,0,75
3,80,928,16,2688,329,2,2,50.79
3,28,1179,13,507,385,2,1,53
2,80,289,17,2688,239,3,1,160
3,14,417,16,2122,189,2,2,44
2,80,948,19,2688,1019,4,2,320
3,80,216,13,1859,317,2,2,70
3,80,1242,13,1589,984,2,0,90
3,80,785,13,2688,74,2,1,40
3,80,670,16,818,554,3,1,95
3,80,833,13,1723,222,2,1,85
3,80,307,16,52,322,2,1,82
0,34,873,18,2688,1444,5,1,150
3,80,1230,13,2688,235,2,2,56.81
0,80,415,13,2688,339,2,1,69
2,80,799,19,2688,1945,4,2,86
0,80,549,13,2662,210,2,,45
0,80,630,16,2688,921,3,3,98
2,80,563,19,2688,1208,4,2,525
3,80,1252,13,1465,233,2,1,70
3,80,1176,16,2688,1019,3,3,185
1,80,1202,25,2688,1784,4,0,100
2,29,514,19,2688,1945,5,3,155
3,80,544,13,459,215,2,2,36.5
3,80,584,13,632,62,2,1,49.87
0,28,417,16,2688,468,2,1,40.44
2,16,184,19,2688,1189,4,2,150
3,80,206,13,2688,43,2,1,77.25
3,80,393,13,2688,592,1,2,65.01
0,80,1115,13,1584,2049,2,1,48
3,80,606,16,481,306,3,3,61
0,80,474,16,2193,563,3,2,115
3,80,422,16,474,151,2,2,55
2,80,1138,24,2688,1208,6,3,370
0,80,563,16,2688,476,3,1,120
3,45,522,16,1648,558,2,3,97
3,80,1053,13,2688,198,2,1,98.86
3,80,589,16,322,657,3,2,140
3,29,1252,16,337,1502,4,,284
3,49,304,0,2361,1720,1,1,14.04
3,80,888,16,2201,1019,3,2,160
3,80,941,13,1592,417,2,2,75
3,26,417,13,1534,185,2,1,65
0,52,413,16,2688,662,3,2,93
3,80,515,16,2197,999,4,2,125
0,80,994,16,2132,358,2,2,70
2,80,1039,19,2688,0,4,,120
3,26,799,13,2688,2077,2,1,47
3,80,542,16,2445,829,3,3,60
2,80,664,22,2688,97,6,3,65
3,80,876,13,2688,74,2,0,35
1,80,322,13,2688,2092,2,2,50
3,34,990,13,2688,182,2,2,51
3,80,1252,16,2688,827,2,3,79
3,34,269,16,2688,303,3,2,55
0,80,216,16,581,874,3,2,90
3,40,658,13,773,184,2,1,59
3,80,1179,16,669,358,2,2,60
3,80,443,13,2688,182,2,1,52.8
3,80,102,13,2688,449,2,1,75
3,44,513,16,1705,733,3,2,117
3,80,181,13,2688,172,2,1,45.9
3,80,72,13,335,210,2,2,82.5
3,80,204,16,2688,420,2,1,61
0,80,360,13,2415,182,2,0,70
3,34,568,21,2688,1767,5,,80
0,80,295,13,2688,3,2,2,45
3,54,188,13,2232,16,2,1,65
3,80,1247,18,2688,1386,5,2,100
3,80,716,16,2688,509,3,3,70
3,80,799,18,1660,1599,4,3,220
0,80,1089,16,1251,1194,3,,140
2,80,948,24,2688,577,6,,240
3,30,177,16,2688,766,3,2,10
2,80,976,14,2688,239,2,0,150
3,33,999,13,2688,27,2,1,58
3,80,382,13,2688,119,2,2,48
3,80,158,13,1597,97,2,1,45
3,80,417,13,719,84,2,1,60
3,80,634,16,1623,612,3,1,115
3,80,518,13,1146,52,2,2,42.12
2,80,755,17,1656,1423,3,3,250
3,67,1168,13,467,92,2,0,48.905
3,80,1148,16,1299,503,2,2,51.6
2,80,976,14,2688,193,1,0,163
3,80,557,18,2688,1458,5,2,205
2,80,88,26,2688,1076,7,0,410
0,80,1180,13,2688,228,2,2,100
3,80,916,16,1794,904,3,3,100
3,80,493,13,2282,256,2,1,75
3,80,882,16,2317,577,3,3,95
3,80,964,13,2688,62,2,2,53.5
3,68,513,13,1454,305,2,1,88.73
3,80,494,16,1786,686,2,2,115
3,26,417,13,1534,156,2,1,65.5
3,80,278,16,1581,899,3,2,93
3,80,1153,16,1635,1060,4,2,159
3,80,972,16,568,589,2,3,59
3,80,530,16,1844,977,2,3,114
2,80,522,17,1080,1301,2,2,225
3,80,1153,16,1635,1060,4,2,147
3,80,727,13,740,3,2,2,36
2,80,626,17,1983,841,3,2,145
3,80,1025,13,207,2080,2,3,56
3,80,445,13,2610,215,2,2,63
0,80,242,16,676,1159,3,1,180
0,80,841,14,2688,1825,2,0,59
3,80,745,13,2688,239,2,1,75
3,80,268,16,1582,215,2,1,46
3,30,1008,16,2688,358,3,2,47
0,80,216,13,2688,190,2,0,40
3,65,664,16,1530,358,3,2,69
3,80,203,16,1568,364,2,1,59
3,80,515,16,2195,1025,4,2,196
3,80,584,13,324,349,2,1,80
3,80,542,13,2532,205,2,3,45
2,80,347,19,2688,2089,2,2,135
3,80,1260,13,465,468,2,3,78
3,80,745,13,1787,239,2,2,75
0,80,647,16,2635,188,2,0,60
0,80,535,16,377,814,3,2,85
3,71,664,13,1530,1876,2,1,40
0,80,1265,19,652,1878,5,,2050
3,75,530,13,757,136,2,1,88
3,80,1089,13,1251,212,2,,78
3,54,182,13,486,333,2,1,81
3,80,396,13,2549,2037,2,1,32
2,80,67,28,2688,737,6,2,135
3,80,544,0,459,1917,1,2,21.28
0,80,797,16,202,619,3,2,68
3,80,904,13,2688,250,2,3,38.5
3,80,224,16,916,733,3,2,95
2,80,296,19,2688,239,4,2,170
2,80,1299,19,2688,239,4,1,140
3,80,879,18,2488,1186,3,2,115
3,80,666,16,2688,239,2,1,55
3,80,1264,13,1148,70,2,2,33
2,80,972,28,2688,1690,8,,225
3,80,664,16,2688,526,3,3,54.3
3,26,1156,13,1170,196,2,2,36.69
3,80,399,13,1049,115,2,3,65
0,80,1179,13,733,1979,2,2,35
3,80,474,16,2193,803,3,2,115
3,80,223,16,2093,1172,3,,317
3,80,417,13,719,239,2,1,59
3,36,74,13,2688,97,2,2,38
3,80,670,13,2688,239,2,1,50.3
2,80,56,19,2688,1208,4,0,550
3,80,194,16,2311,468,2,1,78
2,80,1252,19,2603,577,4,3,200
1,52,664,0,1780,1570,1,0,19.695
3,80,799,13,2688,278,2,1,57
0,80,646,16,1889,728,3,3,88
3,80,194,16,325,789,3,2,125
3,80,270,16,1403,556,2,,44
3,80,362,18,1279,1839,4,,986
3,80,194,13,2688,31,2,2,40.79
2,80,848,14,2688,239,2,1,150
0,80,1261,16,2688,334,2,2,95
0,80,294,19,2688,686,3,1,165
3,80,658,13,1866,134,2,2,38.85
3,80,1179,16,288,715,3,2,88
0,80,281,13,2508,1803,2,1,22
2,80,1252,19,1625,1388,4,2,285
3,34,536,13,1474,160,2,1,52
3,80,522,13,741,219,2,2,82.5
3,80,1168,16,2239,577,3,3,100
3,80,514,18,786,1584,5,,360
3,80,799,13,2284,239,2,2,58
3,80,972,13,806,156,2,1,48.79
3,80,786,16,2019,1135,,,293
0,80,600,13,2688,2021,2,2,110
0,80,114,13,1335,119,2,1,45
3,80,690,13,1248,1817,1,1,22
3,80,139,18,34,1056,3,,140
0,80,1148,16,705,940,4,1,130
2,26,1216,19,2688,1784,3,2,78
3,32,896,13,1957,206,2,2,75
3,80,1038,16,2688,1032,3,3,85
3,30,74,13,2688,73,2,2,34.5
3,80,914,16,1977,375,2,1,59.1
3,80,584,16,324,849,3,2,110
0,80,1029,14,2688,239,2,1,125
3,80,522,16,1040,230,2,1,62
3,44,513,16,1705,733,3,2,121
3,80,1252,13,2614,303,2,2,72
3,40,1252,0,1443,1726,1,0,34.385
3,80,1252,13,2688,404,2,1,77
0,80,346,16,2688,1202,4,3,239
3,32,536,13,2238,437,2,1,104
3,80,591,13,2688,420,2,3,75
0,80,216,13,2688,182,2,2,65
3,40,658,16,773,988,3,3,113
3,44,232,18,2688,1238,4,3,124
3,80,278,16,1581,725,3,2,85
3,80,98,16,482,503,2,2,75
3,80,171,16,2688,1019,3,2,85
1,34,419,16,1162,2110,2,2,50
2,80,739,19,2688,317,4,1,150
3,80,664,16,2688,789,3,3,88
3,80,1261,13,2049,329,2,2,78
2,26,129,17,2688,577,3,1,121
0,80,713,16,2688,1172,3,3,290
2,33,551,19,640,1911,4,2,900
3,80,799,16,2688,737,3,3,86.45
