Q1-Location,Q2-Price,Q3-Rooms,Q4-Other rooms,Q5-Bathrooms,Q6-Car Parks,Q7-Property Type,Q8-Furnishing,Q9-Size
21,380000,3,,2,1,11,1,1050
11,1990000,6,,5,2,15,1,3481
6,900000,3,,2,2,14,1,1010
30,765000,3,,2,2,12,2,1893
1,950000,2,1,2,,1,1,779
23,7200000,6,,6,,11,2,6000
23,3942000,3,1,4,,11,2,3285
1,1148000,1,1,1,1,10,1,635
33,1692000,3,1,4,,11,1,1933
33,1550000,3,1,4,,11,1,1876
29,990000,3,1,2,,11,1,1560
29,900000,3,,2,1,11,2,1654
29,700000,2,,2,,11,2,1292
32,975000,3,1,3,2,11,2,1909
18,1880000,3,,3,,29,1,2400
18,1600000,3,1,4,,29,,2400
21,380000,4,,2,,11,2,950
18,1650000,3,,3,,29,,2500
18,1500000,3,1,4,,29,,2400
18,1650000,3,,3,,29,3,2400
33,1500000,4,1,5,,32,2,3600
18,1550000,3,,3,,29,3,2400
33,1350000,7,,7,,32,3,3600
21,400000,4,,2,,11,,1272
30,550000,,,,1,12,2,1381
32,1250000,3,1,4,2,11,1,1759
18,1700000,3,,3,,29,,2500
18,1500000,3,1,4,,29,,2400
21,380000,4,,2,,11,2,950
21,380000,4,,2,,11,2,950
21,380000,4,,2,,11,2,950
16,370000,2,,2,1,1,1,650
18,1750000,3,1,4,,17,2,2700
4,660000,3,1,3,2,10,2,1054
33,1900000,3,1,3,1,14,3,1920
22,998000,2,1,2,,12,1,1100
22,670000,1,,1,1,12,1,624
6,5800000,6,1,7,,9,2,7319
26,538000,3,,2,2,1,1,1137
30,570000,3,,2,1,12,2,1205
12,3148000,5,1,5,5,23,2,3656
12,3150000,5,1,5,5,23,2,3656
12,2100000,3,1,3,2,23,2,2100
12,1560000,3,1,3,2,15,2,2000
12,1698000,3,1,3,2,15,2,2000
12,1890000,3,1,3,2,23,2,2100
12,3750000,5,1,5,,32,1,5300
12,2280000,3,1,3,2,6,,2500
18,3200000,5,1,6,4,2,3,4900
28,7980000,,,,,33,,18000
18,4900000,7,,8,4,33,3,4500
31,230000,3,,2,1,25,1,
47,1250000,3,,4,,11,,1700
14,3800000,6,1,7,5,2,3,5187
18,4800000,9,,9,3,2,2,7200
18,2700000,6,,6,2,4,,5315
18,2250000,6,,6,2,4,3,5000
1,1300000,2,,2,,11,2,1076
1,1500000,2,1,3,,3,2,1357
47,1000000,3,1,3,,11,2,1700
30,750000,3,,2,2,12,2,1021
2,4800000,5,1,5,,4,,4187
2,4950000,6,1,8,,4,,3200
2,3800000,4,1,5,3,4,,4990
22,13547600,,,,,47,,21851
2,6300000,6,1,7,4,7,2,7100
2,4000000,5,1,6,3,2,2,4721
22,7000000,4,1,6,6,2,2,10000
2,6300000,6,1,10,4,2,2,7100
2,4900000,3,2,6,4,2,2,7000
2,6000000,5,2,8,6,2,2,5600
22,4850000,4,1,5,6,2,2,6058
2,7500000,6,1,7,,2,2,8500
2,19000000,5,1,6,4,2,1,12000
2,25000000,5,1,6,4,2,1,11000
22,4100000,6,1,6,,7,2,6200
34,14800000,4,2,6,4,2,1,8611
11,14800000,4,2,6,4,2,1,8611
2,12500000,5,1,7,3,2,2,9300
22,950000,3,1,2,,11,2,1397
2,7700000,6,1,8,,2,2,9914
2,8500000,5,2,7,,2,2,10312
11,3600000,4,1,7,3,2,2,1500
2,8200000,6,,7,,2,4,80000
22,12000000,5,1,8,5,2,2,9000
2,15000000,5,1,7,,2,2,10000
11,14800000,4,2,6,4,2,1,8611
11,13000000,6,1,7,,2,1,10000
34,14800000,4,2,6,4,2,1,8611
2,7100000,6,1,8,3,9,2,7378
11,7500000,5,1,,,2,,7600
2,8250000,5,1,7,,2,2,9440
2,6500000,4,2,4,,2,2,6200
2,12000000,5,1,9,,2,1,12000
11,6800000,5,,7,,2,2,7311
28,8000000,8,,9,4,2,2,9500
28,9500000,4,1,7,4,2,1,10500
22,8590000,4,,4,,11,3,4771
2,6880000,6,,6,,2,2,7000
22,18000000,6,1,8,,2,2,15000
10,8500000,4,1,6,6,2,2,10000
2,4000000,5,1,7,,2,2,2530
2,4500000,5,1,7,,2,2,2530
22,13000000,5,1,6,,9,3,8000
34,7500000,5,1,6,,2,2,4000
22,8900000,6,1,5,,7,2,8148
30,480000,3,,2,,25,2,1130
24,8800000,4,1,5,,1,2,4157
24,3990000,3,1,5,,1,1,2405
23,4000000,4,1,5,,3,1,3717
24,5659300,4,1,6,,10,1,3329
15,450000,3,,2,,11,4,1100
15,530000,3,,2,,12,1,1320
26,320000,3,,2,1,37,2,850
30,545000,3,,2,1,3,2,1205
11,1450000,3,1,4,,11,1,1893
14,460000,3,,2,1,3,3,1287
4,590000,3,,2,2,10,3,897
4,360000,3,,2,1,12,2,1020
14,1080000,3,1,4,2,12,2,1875
21,410000,4,,2,,11,2,1272
1,950000,3,,2,2,3,1,1182
19,600000,3,,2,1,11,2,1000
11,1080000,3,1,4,2,11,1,
19,800000,3,,3,1,11,2,1381
11,720000,3,,2,1,14,1,1088
11,828000,3,,2,1,11,1,1228
14,1450000,3,2,4,3,11,2,2378
11,715000,3,,2,1,1,2,1128
4,,2,,2,1,1,2,650
11,700000,3,,2,1,1,2,1248
11,740000,3,,2,2,10,1,1248
30,1180000,3,,2,1,54,2,3400
11,678000,2,1,2,1,11,1,1087
29,486000,3,,2,,1,4,945
14,510300,3,1,4,,3,4,1335
30,2250000,7,,6,2,40,2,4400
43,561100,3,1,4,,36,4,1879
19,480000,3,,2,,1,,948
22,960000,2,,2,1,1,,1192
11,930000,3,,2,,3,1,1241
10,920000,2,,2,,3,2,893
11,2850000,4,1,5,,3,2,3541
12,1250000,2,1,3,,3,1,1498
30,950000,3,1,3,,3,1,1893
11,2535300,4,1,5,,11,4,3729
4,250000,3,,2,1,25,2,830
33,1600000,4,,3,,18,2,40000
11,1050000,3,1,3,,14,1,1362
4,420000,3,,2,1,1,1,950
21,550000,3,,2,,3,2,1313
12,1600000,3,,3,,23,1,1900
4,490000,3,,2,2,12,1,1142
4,430000,3,,2,1,11,,920
16,600000,3,1,2,2,3,2,1109
5,500000,2,1,2,1,31,2,1018
11,2250000,3,1,4,,3,1,2906
1,1985000,4,,2,,14,1,1985
34,3630000,4,1,6,3,3,1,4146
24,2368600,3,1,3,,3,1,1822
4,450000,3,,2,,12,1,800
34,2660000,4,1,5,3,3,2,3660
11,750000,2,,2,,12,2,931
11,2865350,4,1,5,,3,2,3371
11,760000,2,,2,,14,1,889
30,649000,3,1,3,,3,2,1577
14,470000,1,,2,,14,1,750
11,1000000,3,1,3,,3,1,1787
11,3200000,4,1,4,,3,2,3729
11,1530000,3,1,3,,3,1,1883
1,795000,2,,1,,14,1,713
30,600000,3,,2,2,12,2,1019
5,855000,4,1,3,,11,4,1513
30,730000,3,1,3,2,3,2,1893
24,930000,1,,1,1,3,1,690
17,559000,3,1,2,2,11,,1184
12,2500000,4,,5,,32,1,3500
23,2800,4,,2,1,11,1,1211
6,5550000,7,,7,,2,,7319
21,409000,3,,2,1,10,3,925
32,470000,3,,2,,1,1,770
3,920000,3,1,3,2,11,2,1467
8,2400000,5,,5,6,4,1,4000
3,1150000,3,1,3,2,11,1,1800
23,1150000,3,1,5,2,11,1,2111
33,820000,3,1,3,1,11,1,1980
1,2025000,2,1,2,,14,1,1190
4,550000,1,,2,,1,1,985
1,4400000,2,1,2,1,14,2,1668
1,1428000,2,,2,,14,1,793
16,618000,3,,2,2,11,2,1044
4,840000,3,1,3,,6,2,22
5,855000,4,1,3,2,11,,1513
17,1066631,1,,1,1,14,2,625
17,1070996,1,,1,1,10,2,638
17,1146947,2,,1,1,14,2,688
17,1189724,2,,1,1,10,2,717
17,1451624,2,,2,1,10,2,887
17,1475195,2,,2,1,10,2,896
17,1545035,2,,2,1,14,2,922
17,1561622,2,,2,1,14,2,935
17,1898600,3,,3,1,14,2,1157
17,1255199,1,,1,,16,2,721
17,1134725,1,,1,,16,2,656
21,480000,3,,2,2,1,2,1260
21,380000,3,,2,2,1,2,1009
19,580000,3,,2,2,11,1,1363
19,450000,3,,2,2,11,,1230
21,340000,2,,2,,1,2,856
19,460000,3,,2,2,11,2,1230
19,1100000,3,1,4,2,11,1,1567
21,530000,3,,2,2,11,,908
21,590000,3,,2,2,11,,1000
21,670000,3,,2,2,11,,1100
21,680000,3,,2,2,11,,1100
49,1300000,4,,4,,23,2,3121
1,2570000,3,1,3,2,3,,2144
1,2350000,3,1,3,2,3,,2245
21,850000,3,,3,2,11,2,1368
21,1440000,4,2,5,2,11,2,2685
21,960000,3,1,4,2,11,2,1680
32,410000,3,,2,1,11,2,1195
21,1100000,3,1,4,2,11,2,1745
21,780000,3,,3,2,11,2,1440
21,620000,3,,2,2,11,,1100
21,620000,3,,2,2,11,,1100
21,530000,3,,2,2,11,,908
21,930000,3,1,3,2,11,2,1558
1,2413000,3,1,3,2,3,,2245
21,1080000,3,1,4,2,11,2,1680
21,820000,3,,3,2,11,2,1368
21,1600000,4,2,5,2,11,2,2685
21,558000,3,,2,2,11,3,1150
21,600000,3,,2,2,11,,1000
21,600000,3,,2,2,11,,1000
1,1480000,1,,2,1,11,2,989
1,3058800,3,1,3,2,3,2,2549
21,650000,3,,2,2,3,1,1100
21,515000,3,,2,2,11,,908
21,530000,3,,2,2,11,,908
21,590000,3,,2,2,11,,1000
21,2800,3,,3,2,12,1,1477
58,860000,3,,2,2,3,2,1550
21,1200000,3,1,3,3,3,2,1680
32,420000,3,,2,2,6,2,
32,445000,3,1,3,1,11,2,1267
32,440000,3,1,3,1,11,2,1267
18,1750000,5,,5,,18,2,4179
32,1200000,6,,5,4,21,2,2098.96
21,950000,3,1,4,2,3,2,1610
21,960000,3,1,4,2,3,3,1610
21,1000000,3,1,4,2,3,1,1610
21,1100000,3,1,4,2,3,3,1610
21,980000,3,,3,2,11,3,1558
21,578000,3,,2,2,11,3,1200
14,400000,3,,2,2,1,,950
5,438000,3,1,2,1,11,2,1448
21,489000,4,,2,2,3,2,1297
21,385000,3,,2,,11,2,920
21,1280000,3,1,4,2,11,2,1745
21,850000,3,,3,2,11,2,1441
21,1190000,3,2,5,2,11,2,2502
21,1380000,3,2,5,2,11,2,2502
12,3890000,6,,6,4,30,1,3041
2,4300000,5,1,5,,7,2,6360
2,9000000,,,,,9,,12000
2,4200000,4,1,4,2,8,2,5300
10,4800000,4,1,4,3,34,2,4300
34,3200000,5,1,5,3,8,2,3649
1,19602000,,,,,53,3,21780
22,6500000,5,1,5,5,7,2,10000
2,8200000,,,,5,49,3,12000
2,4500000,6,,4,4,7,2,4842
2,5100000,4,1,3,2,7,3,7782
10,6500000,4,2,5,4,7,2,4600
2,6500000,,,,2,7,2,7000
2,3600000,5,1,4,2,9,2,6931
3,3300000,5,1,5,2,15,2,3785
22,4500000,5,1,,4,9,2,6580
22,4700000,3,2,5,3,7,2,5920
30,2500000,4,1,5,,30,3,4278
2,6800000,6,1,9,3,8,2,6000
4,580000,4,,4,8,6,2,1539
10,16500000,8,,8,6,9,2,11000
22,3200000,4,1,4,4,68,2,4500
11,6800000,5,1,6,3,7,2,7868
10,15000000,6,1,8,6,9,2,19700
10,18600000,5,1,5,10,7,2,33000
22,4650000,4,2,,3,9,2,4355
2,13357000,,,,,33,,13357
3,9000000,4,2,4,2,8,2,6500
3,4500000,,,,2,8,1,5000
22,7800000,5,2,5,2,7,2,8000
33,2200000,3,,3,2,36,1,3025
28,6048000,,,,,33,,12600
2,4000000,3,1,3,2,8,2,3800
22,4600000,5,,4,3,7,2,7588
2,11800000,,,6,3,9,2,11000
14,298000,3,1,2,1,31,,949
27,350000,3,,2,1,3,2,969
2,5427500,,,,,47,,8350
12,1399000,2,1,2,2,11,1,1367
2,4634000,,,,,47,,7724
10,7168000,,,,,49,,12190
5,6730000,,,,,47,,12238
14,2255000,,,,,64,,11275
4,2180000,,,,,47,,8400
28,5400000,,,,,64,,12600
10,9500000,,,,,47,,28100
21,400000,3,,2,1,11,,1231
14,400000,3,,2,2,1,2,950
33,1390000,4,1,4,2,11,1,3246
1,635000,1,,1,,1,1,576
20,1530000,2,,2,1,1,1,1087
5,670000,3,,3,2,11,1,1200
46,1100000,2,,2,2,1,1,1410
8,2400000,5,,5,6,4,2,4000
8,2400000,5,,5,6,4,2,4000
12,2250000,5,,5,2,15,3,3300
18,600000,3,,2,2,28,2,1253
1,1200000,2,2,2,2,10,1,1313
21,400000,2,,2,1,28,3,900
24,980000,2,1,3,,10,1,1116
5,4390000,5,1,7,,2,2,6200
18,1550000,3,1,4,,44,1,2400
20,1460000,1,1,2,1,10,1,1087
56,1980000,5,2,6,4,7,3,6000
18,500000,3,,2,1,10,2,1007
21,490000,3,,2,1,10,3,1040
18,1550000,3,1,4,,44,3,2300
18,1600000,3,1,4,2,44,3,2700
24,760000,1,,1,,10,1,746
18,1500000,3,1,4,3,44,3,2400
18,1650000,3,1,4,2,29,2,2600
19,515000,3,,2,1,10,3,948
3,568000,3,,2,1,3,2,1100
26,640000,3,1,2,3,28,3,1292
24,760000,1,,1,,10,1,746
1,1185000,2,,2,1,10,1,777
21,455000,3,,2,2,10,2,1009
7,2200000,4,,3,,7,4,6630
4,600000,3,,2,2,12,2,1040
30,670000,3,,3,2,12,2,1155
15,440000,3,,2,1,11,2,1100
4,550000,2,,2,2,12,2,996
5,920000,4,1,3,2,12,2,1513
5,1150000,4,1,4,4,3,2,1772
5,625000,3,,2,2,12,2,1196
5,1150000,5,1,4,4,3,2,1930
5,935000,4,1,3,3,12,2,1513
5,1190000,5,,4,4,3,2,1930
5,1190000,5,,4,4,3,2,1930
32,1400000,4,,3,3,21,2,
21,270000,2,,1,,5,2,600
21,780000,4,,3,,18,2,2500
21,900000,4,1,3,,6,2,1600
32,415000,3,,3,1,19,2,1000
40,498000,3,,2,1,12,3,1028
26,355000,3,,2,1,5,3,842
4,565000,3,1,2,2,3,1,1200
27,368000,3,,2,1,3,2,1132
4,535000,3,1,2,2,3,1,1200
6,1790000,4,,3,2,6,1,20
2,860000,2,1,3,1,12,2,1516
2,880000,2,1,3,1,12,1,1516
4,1980000,6,,4,,7,2,4500
26,485000,3,,2,1,11,2,1074
2,1200000,3,1,3,1,3,2,1979
2,1200000,3,1,3,2,3,2,1979
1,900000,1,,2,,10,,761
33,460000,1,,1,,10,2,520
3,560000,3,,3,2,3,3,1615
3,490000,3,,2,,3,2,1450
1,900000,1,,2,,10,,761
33,520000,1,,1,,10,2,640
41,297000,2,,2,1,10,2,830
33,350000,1,,1,,10,1,431
33,460000,1,,1,,10,1,520
41,338000,3,,2,1,1,,903
33,520000,1,,1,,10,2,640
3,600000,2,,2,1,3,1,1100
19,608000,3,1,3,1,3,1,1412
3,599000,3,1,2,2,12,2,1442
33,2500000,6,,4,4,2,2,9381
14,400000,3,,2,1,10,3,950
21,400000,3,1,2,1,12,3,1335
3,435000,3,1,3,1,3,2,1432
3,409000,3,,2,1,12,2,850
3,615000,3,1,3,2,3,1,1690
14,698000,4,,4,,11,1,1331
15,558000,1,,1,1,10,1,563
10,16000000,6,,7,,2,2,18000
2,10800000,5,2,5,,2,2,9797
33,7000000,7,,8,,9,2,12800
11,3100000,4,1,6,3,11,2,3704
10,4700000,4,1,5,,11,2,7110
22,10000000,5,1,7,5,3,2,6038
3,460000,3,,2,1,11,2,1100
21,510000,3,,2,2,11,2,1100
14,510300,,,,,11,,1335
1,3100000,1,1,2,1,10,2,1087
26,500000,3,,2,2,28,2,1027
1,1300000,2,,2,,1,1,990
1,1850000,3,1,3,2,1,1,1332
4,630000,2,1,2,1,10,1,873
1,1400000,2,,2,,1,1,927
30,620000,3,,2,2,12,3,1019
32,456638,2,,2,1,10,3,725
14,1800,3,1,2,2,11,,
1,4300000,3,1,4,2,10,2,2195
48,1490000,3,1,4,2,29,2,26
12,2500000,3,2,5,2,32,1,3197
12,1350000,3,,2,2,11,1,1389
12,1430000,2,2,3,2,11,2,1367
12,1900000,3,1,3,2,11,2,1808
12,795000,2,1,2,2,12,2,1093
12,1980000,3,1,4,2,6,2,22
12,2450000,4,1,5,2,15,1,3228
12,1550000,2,2,2,2,3,1,1852
12,2250000,4,1,4,2,32,2,2509
12,880000,2,,2,1,11,1,1184
12,995500,1,,1,,1,2,905
12,1180000,2,,2,2,29,2,1087
12,1250000,2,2,3,2,11,2,1367
12,3800000,5,1,6,4,32,2,5448
26,510000,,,,,26,,22
12,3550000,5,1,6,4,15,1,5448
12,3500000,4,1,5,3,32,2,4306
12,2800000,3,1,4,3,6,2,3082
12,2300000,3,1,4,,17,2,2541
12,1900000,3,1,3,2,17,1,1900
18,3200000,4,1,4,3,9,2,4000
12,800000,1,1,1,1,11,2,969
12,2330000,4,1,5,2,32,2,2959
3,1580000,,,,4,11,1,2015
12,3300000,4,1,6,3,32,2,4306
12,780000,1,1,2,,1,2,743
12,1800000,3,1,4,2,3,2,2110
12,1388000,3,1,4,2,3,2,1529
12,4350000,5,1,,4,32,1,5651
12,1350000,2,,2,2,11,2,1432
12,980000,1,1,1,2,11,1,969
21,480000,3,,2,2,11,2,1124
12,6300000,7,1,7,4,20,2,6831
12,3450000,5,1,5,3,32,2,5448
12,2000000,3,1,3,2,6,1,2380
12,1060000,2,1,3,2,11,2,1389
12,5600000,,,,3,32,2,6084
12,817000,1,,1,,10,2,743
12,1150000,2,1,2,2,12,2,1271
12,1450000,3,1,3,2,11,2,1680
12,1550000,3,1,4,2,11,2,1777
12,1350000,2,2,3,2,12,1,1701
48,1450000,3,1,4,2,29,2,2600
12,1600000,3,,2,1,15,2,1900
12,1388000,3,,2,2,11,2,1377
12,2850000,4,1,6,,15,2,3642
43,561100,4,,3,,11,2,1879
26,430000,3,1,2,1,12,,952
48,1450000,3,1,4,2,51,,2583
30,650000,2,1,3,2,12,2,1019
12,2450000,5,2,3,2,6,2,3000
12,1430000,3,,2,2,12,2,1377
18,2100000,5,1,6,3,8,2,3810
36,7300000,8,,9,6,2,2,7987
18,810000,4,,3,2,20,2,1400
36,365000,3,,2,2,31,2,970
36,900000,4,,3,,6,2,1400
43,561100,3,1,3,,11,2,1879
12,3900000,4,2,5,3,7,2,3600
12,3200000,5,1,6,5,41,2,3656
12,2800000,4,1,5,4,21,2,2863
12,2990000,5,1,5,5,41,2,3656
12,2500000,4,1,4,2,32,2,2800
12,1950000,4,,3,2,17,,2000
4,640000,4,,3,,17,,1980
41,548000,3,,2,1,11,,1076
12,1768000,3,1,4,3,11,2,1777
48,3380000,5,1,5,,4,,3948
3,1050000,1,1,2,1,11,1,925
6,7500000,5,1,7,,2,,7782
6,7500000,5,1,7,,2,,7782
22,1250000,2,,2,1,1,,980
22,900000,1,1,1,1,1,,689
22,1400000,2,,2,1,1,,1130
12,2500000,4,1,5,2,32,2,3197
26,2680000,6,1,7,5,2,,5000
12,920000,1,1,2,2,11,1,969
12,1350000,2,1,2,2,11,1,1507
12,1200000,2,1,3,2,3,2,1400
8,3700000,,,,,1,,5111
30,750000,3,1,3,2,3,2,1300
5,300000,1,1,1,1,11,2,775
5,369999,3,,2,1,11,2,1222
14,660000,3,1,2,2,1,2,1094
1,900000,2,1,3,1,14,1,1055
30,720000,3,,2,2,11,2,1262
1,2380000,5,,4,2,14,2,2208
30,1800,3,1,3,2,12,2,1250
4,535000,1,,1,1,16,2,762
4,390000,3,,2,1,14,3,819
29,437400,2,,2,,1,2,945
4,422000,3,,2,2,14,,819
4,298888,2,,2,1,1,3,650
4,320000,2,,2,1,14,3,650
12,1100000,2,1,2,2,12,1,1400
17,1800,3,,2,,11,1,
40,1350000,4,1,4,2,11,1,1646
47,1500000,3,1,4,1,11,1,1690
4,420000,2,,2,1,3,3,885
4,630000,3,1,3,2,3,2,1315
4,650000,3,1,3,2,3,2,1315
4,400000,2,,2,1,11,1,825
4,1007600,3,,2,2,16,2,1328
4,841000,2,,2,2,16,2,1121
4,601000,1,,1,1,1,2,821
4,760000,3,1,3,,12,3,1450
15,1100000,3,1,3,2,11,1,
15,1220000,3,1,4,2,11,1,1800
13,700000,2,,2,1,10,2,823
13,690000,2,,1,1,10,2,725
13,850000,2,,1,1,10,1,975
13,615000,2,,1,1,10,2,672
14,335000,2,,1,2,11,1,800
4,672300,3,,2,,1,4,1272
19,2200,2,1,2,2,11,2,
11,730000,3,,2,1,11,1,1400
14,510300,3,1,4,,3,4,1335
21,1180000,5,,4,2,15,2,2500
19,2200,2,1,2,2,11,2,
24,618000,1,,1,1,10,1,640
41,671900,3,,2,2,1,2,1102
43,800000,3,1,2,2,12,2,1230
41,705600,3,,3,2,1,2,1236
36,627000,3,,2,2,11,2,1196
4,1450000,3,1,3,1,1,2,1577
11,1200000,,,,,11,,1927
3,,3,1,4,2,3,2,1710
21,1180000,5,,4,2,15,2,2500
47,1500000,3,1,3,,11,,1690
27,1790000,5,2,3,3,4,,3385
22,,3,,2,,3,2,1750
4,1380000,2,1,2,2,1,1,1087
14,510300,3,,2,,11,2,1335
14,510300,3,,2,,11,2,1335
4,830000,1,1,1,1,25,1,694
14,1330000,2,1,3,2,3,1,1707
24,550000,1,,1,1,12,2,785
26,950000,4,,2,,6,,22
14,1280000,3,2,4,2,11,2,2128
59,390000,3,,2,,5,1,854
1,950000,2,,1,,10,4,910
32,405000,1,1,1,1,1,2,670
1,1700000,3,,4,2,27,2,2214
26,480000,3,,2,1,11,1,930
9,7100000,4,1,6,3,2,2,6060
8,1480000,4,,3,3,18,2,3477
12,1500000,3,1,3,2,3,2,1400
3,1148100,3,1,4,2,3,2,2081
3,1052850,3,1,4,2,3,2,1873
3,1100100,3,1,4,2,3,2,1876
21,448000,3,,2,2,14,3,1095
26,510000,3,,2,1,3,2,930
21,380000,3,,2,1,3,1,1169
14,2260000,5,,5,,9,3,11300
6,2950000,5,,4,,8,2,3600
2,11500000,5,1,6,,7,1,11000
4,672300,3,,2,,1,2,1272
16,660000,2,1,2,2,10,2,1025
39,810000,1,,1,1,12,1,710
39,860000,1,1,1,1,11,2,732
39,840000,1,,1,1,11,2,657
39,1270000,2,,2,1,3,1,1076
56,700000,3,,2,2,1,1,1200
1,650000,2,,2,1,3,1,1100
9,1126000,4,,3,1,3,1,1818
24,6800000,4,1,5,2,1,1,4236
2,16000000,7,1,7,,9,1,9124
24,1000000,2,,2,1,1,1,1033
1,2757725,3,1,5,2,3,3,2347
20,1380000,1,1,1,1,14,2,1087
5,228000,3,,1,2,5,2,650
1,2100000,2,1,2,2,1,,1190
1,2030000,3,,2,1,1,,1350
1,2800000,3,1,3,,14,1,2626
11,4687056,5,1,5,3,3,3,3905
1,4400000,4,2,4,4,1,1,2525
13,640000,1,1,1,1,1,3,648
24,780000,1,,1,1,1,1,624
1,4078400,3,1,5,2,3,1,2549
9,2900000,4,1,4,,3,2,2271
9,2200000,3,1,3,2,3,2,1744
4,430000,3,,2,1,3,1,1307
26,600000,3,1,2,3,28,2,1292
21,360000,1,,1,1,1,2,560
32,299000,2,,1,1,11,2,775
3,468000,3,,2,1,3,2,1100
3,980000,3,,3,2,12,1,1451
3,1250000,4,1,4,3,3,1,1991
45,880000,2,1,2,,1,1,838
21,420000,4,,3,1,1,2,1092
3,520000,3,,2,2,13,2,1100
3,530000,3,,2,2,12,2,1100
3,1130000,3,1,4,3,12,2,1799
3,470000,3,,2,1,12,2,1100
31,750000,3,,2,2,10,2,1109
26,530000,3,,2,2,12,2,1074
3,540000,3,,2,2,13,2,1100
3,468000,3,,2,1,3,2,1200
41,740000,3,1,3,2,12,2,1358
3,1200000,4,1,4,3,3,2,2070
26,465000,3,,2,1,12,3,948
21,518000,3,,2,2,11,2,1100
21,475000,4,,2,2,11,2,1333
21,540000,4,,2,2,3,1,1500
21,400000,3,,2,1,12,2,1207
21,430000,4,,2,1,12,2,1272
21,423000,4,,2,1,12,2,1303
21,530000,4,,2,2,12,2,1438
21,400000,2,,3,1,10,2,900
21,550000,3,1,2,2,12,2,1600
21,500000,4,,2,2,12,2,1313
21,395000,4,,2,1,12,2,1272
11,600000,1,,1,,10,1,725
21,480000,4,,2,2,12,2,1313
11,3600000,4,,6,4,20,2,2000
21,438000,4,,2,1,12,2,1382
4,360000,3,,2,1,12,3,1020
4,520000,3,,2,2,12,2,1060
8,388000,3,,2,1,12,3,935
16,580000,3,,2,2,11,3,1106
16,610000,3,,2,2,11,2,1106
11,2535300,,,,,11,,3729
5,800000,2,1,2,2,1,1,1025
5,790000,2,1,2,2,1,2,1025
5,1000000,2,1,2,2,1,2,1254
5,635000,1,1,1,1,1,1,
5,800000,2,1,2,2,1,2,1170
5,288000,2,,2,1,25,2,725
5,1380000,3,,3,2,1,2,1521
5,840000,2,1,2,2,1,2,1025
5,1050000,3,,2,2,1,2,1254
5,950000,3,,3,2,1,2,
5,630000,1,1,1,1,1,1,721
5,950000,3,,3,2,1,2,1339
4,2700000,7,,7,,9,2,6000
5,630000,1,1,1,1,1,1,721
5,2030000,4,1,6,3,14,2,2536
5,780000,3,,2,2,1,2,971
5,1230000,5,1,4,4,11,2,
5,1100000,4,1,4,4,11,2,1772
5,950000,4,1,3,3,11,2,1513
5,930000,4,1,3,2,11,2,1513
5,668000,2,,2,2,1,2,791
5,450000,3,,2,1,25,2,952
4,298000,3,,2,1,25,2,780
4,350000,3,,2,2,13,2,943
47,500000,3,,2,2,13,2,1046
4,475937,3,,2,2,12,,850
17,490000,3,1,2,2,11,,1065
32,700000,4,,4,1,29,,1880
16,428000,2,,2,1,10,1,800
4,528363,3,,2,2,3,3,1000
14,900000,2,,2,2,14,,1905
15,884058,3,1,2,2,14,3,1539
15,562008,2,1,2,,14,3,957
15,497057,2,1,2,1,10,3,858
41,435000,3,1,2,2,12,3,1076
41,380000,3,,2,1,11,2,982
43,640000,3,,3,,37,2,1080
7,2200000,4,1,5,2,36,1,2900
30,435000,3,,2,2,31,2,1108
21,500000,3,1,2,2,14,2,1059
21,428000,3,,2,1,10,2,842
30,370000,3,,2,1,5,2,1052
15,295000,2,,2,1,48,2,774
1,3500000,3,1,5,,1,1,3750
24,1350000,2,,2,,14,1,1070
22,7300000,4,1,5,3,3,3,4657
11,800000,3,,2,1,1,1,1248
24,1000000,2,,2,,10,1,915
24,1150000,2,,2,,14,1,1070
26,575000,3,,2,2,14,3,1162
43,650000,3,,3,,37,2,1100
21,458000,3,1,2,2,10,3,932
12,2450000,6,,6,,15,2,1760
43,630000,3,,3,,37,3,1618
13,950000,2,,2,1,1,1,1014
21,520000,3,1,2,2,14,3,1059
43,650000,3,,3,2,37,2,1727
41,380000,2,,2,3,5,2,969
19,438000,3,,2,,12,3,1062
24,590000,1,,1,,10,1,550
30,300000,3,,2,,6,,699
1,2160000,1,,2,,12,1,1348
22,1100000,3,1,3,2,11,2,1475
21,720000,3,,2,2,10,1,1270
34,1200000,3,1,3,1,1,2,1460
50,365000,3,,2,1,3,2,956
6,5800000,6,1,7,7,2,3,7319
6,730000,3,,2,,3,2,1281
43,710000,3,,3,2,37,2,1080
43,860000,3,,3,2,46,2,2470
15,518000,3,,2,1,11,1,1097
11,1750000,4,1,5,3,11,1,2676
4,930000,3,,2,1,10,1,1127
8,530000,3,,2,1,25,,1089
30,1100000,3,1,4,2,3,2,1788
30,850000,3,,2,2,3,2,1319
30,845000,3,,2,2,3,2,1306
30,1200000,3,1,4,2,3,2,1856
30,1200000,3,1,4,2,3,2,1788
30,1200000,3,1,4,2,3,2,1856
30,900000,3,,2,2,3,2,1306
14,700000,2,,2,1,1,1,1010
6,4850000,7,,4,4,2,2,6000
15,450000,3,,2,1,3,2,1100
21,420000,3,,2,1,12,2,1001
46,1550000,5,,4,2,8,,1950
5,445000,3,,2,,11,,
34,2600000,5,1,6,4,8,2,4400
11,13000000,5,1,7,4,2,,10000
40,720000,3,,2,2,11,1,1019
